name_display,name_pretty,state,countyFIPS
"Lewis County, NY",Lewis County,NY,36049
"Livingston County, NY",Livingston County,NY,36051
"Madison County, NY",Madison County,NY,36053
"Monroe County, NY",Monroe County,NY,36055
"Montgomery County, NY",Montgomery County,NY,36057
"Nassau County, NY",Nassau County,NY,36059
"New York County, NY",New York County,NY,36061
"Niagara County, NY",Niagara County,NY,36063
"Oneida County, NY",Oneida County,NY,36065
"Onondaga County, NY",Onondaga County,NY,36067
"Ontario County, NY",Ontario County,NY,36069
"Orange County, NY",Orange County,NY,36071
"Orleans County, NY",Orleans County,NY,36073
"Oswego County, NY",Oswego County,NY,36075
"Otsego County, NY",Otsego County,NY,36077
"Putnam County, NY",Putnam County,NY,36079
"Queens County, NY",Queens County,NY,36081
"Rensselaer County, NY",Rensselaer County,NY,36083
"Richmond County, NY",Richmond County,NY,36085
"Rockland County, NY",Rockland County,NY,36087
"St. Lawrence County, NY",St. Lawrence County,NY,36089
"Saratoga County, NY",Saratoga County,NY,36091
"Schenectady County, NY",Schenectady County,NY,36093
"Schoharie County, NY",Schoharie County,NY,36095
"Schuyler County, NY",Schuyler County,NY,36097
"Seneca County, NY",Seneca County,NY,36099
"Steuben County, NY",Steuben County,NY,36101
"Suffolk County, NY",Suffolk County,NY,36103
"Sullivan County, NY",Sullivan County,NY,36105
"Tioga County, NY",Tioga County,NY,36107
"Tompkins County, NY",Tompkins County,NY,36109
"Ulster County, NY",Ulster County,NY,36111
"Warren County, NY",Warren County,NY,36113
"Washington County, NY",Washington County,NY,36115
"Wayne County, NY",Wayne County,NY,36117
"Westchester County, NY",Westchester County,NY,36119
"Wyoming County, NY",Wyoming County,NY,36121
"Yates County, NY",Yates County,NY,36123
"Alamance County, NC",Alamance County,NC,37001
"Alexander County, NC",Alexander County,NC,37003
"Alleghany County, NC",Alleghany County,NC,37005
"Anson County, NC",Anson County,NC,37007
"Ashe County, NC",Ashe County,NC,37009
"Avery County, NC",Avery County,NC,37011
"Beaufort County, NC",Beaufort County,NC,37013
"Bertie County, NC",Bertie County,NC,37015
"Bladen County, NC",Bladen County,NC,37017
"Brunswick County, NC",Brunswick County,NC,37019
"Buncombe County, NC",Buncombe County,NC,37021
"Burke County, NC",Burke County,NC,37023
"Cabarrus County, NC",Cabarrus County,NC,37025
"Caldwell County, NC",Caldwell County,NC,37027
"Camden County, NC",Camden County,NC,37029
"Carteret County, NC",Carteret County,NC,37031
"Caswell County, NC",Caswell County,NC,37033
"Catawba County, NC",Catawba County,NC,37035
"Chatham County, NC",Chatham County,NC,37037
"Cherokee County, NC",Cherokee County,NC,37039
"Chowan County, NC",Chowan County,NC,37041
"Clay County, NC",Clay County,NC,37043
"Cleveland County, NC",Cleveland County,NC,37045
"Columbus County, NC",Columbus County,NC,37047
"Craven County, NC",Craven County,NC,37049
"Cumberland County, NC",Cumberland County,NC,37051
"Currituck County, NC",Currituck County,NC,37053
"Dare County, NC",Dare County,NC,37055
"Davidson County, NC",Davidson County,NC,37057
"Davie County, NC",Davie County,NC,37059
"Duplin County, NC",Duplin County,NC,37061
"Durham County, NC",Durham County,NC,37063
"Edgecombe County, NC",Edgecombe County,NC,37065
"Forsyth County, NC",Forsyth County,NC,37067
"Franklin County, NC",Franklin County,NC,37069
"Gaston County, NC",Gaston County,NC,37071
"Gates County, NC",Gates County,NC,37073
"Graham County, NC",Graham County,NC,37075
"Granville County, NC",Granville County,NC,37077
"Greene County, NC",Greene County,NC,37079
"Guilford County, NC",Guilford County,NC,37081
"Halifax County, NC",Halifax County,NC,37083
"Harnett County, NC",Harnett County,NC,37085
"Haywood County, NC",Haywood County,NC,37087
"Henderson County, NC",Henderson County,NC,37089
"Hertford County, NC",Hertford County,NC,37091
"Hoke County, NC",Hoke County,NC,37093
"Hyde County, NC",Hyde County,NC,37095
"Iredell County, NC",Iredell County,NC,37097
"Jackson County, NC",Jackson County,NC,37099
"Johnston County, NC",Johnston County,NC,37101
"Jones County, NC",Jones County,NC,37103
"Lee County, NC",Lee County,NC,37105
"Lenoir County, NC",Lenoir County,NC,37107
"Lincoln County, NC",Lincoln County,NC,37109
"McDowell County, NC",McDowell County,NC,37111
"Macon County, NC",Macon County,NC,37113
"Madison County, NC",Madison County,NC,37115
"Martin County, NC",Martin County,NC,37117
"Mecklenburg County, NC",Mecklenburg County,NC,37119
"Mitchell County, NC",Mitchell County,NC,37121
"Montgomery County, NC",Montgomery County,NC,37123
"Moore County, NC",Moore County,NC,37125
"Nash County, NC",Nash County,NC,37127
"New Hanover County, NC",New Hanover County,NC,37129
"Northampton County, NC",Northampton County,NC,37131
"Onslow County, NC",Onslow County,NC,37133
"Orange County, NC",Orange County,NC,37135
"Pamlico County, NC",Pamlico County,NC,37137
"Pasquotank County, NC",Pasquotank County,NC,37139
"Pender County, NC",Pender County,NC,37141
"Perquimans County, NC",Perquimans County,NC,37143
"Person County, NC",Person County,NC,37145
"Pitt County, NC",Pitt County,NC,37147
"Polk County, NC",Polk County,NC,37149
"Randolph County, NC",Randolph County,NC,37151
"Richmond County, NC",Richmond County,NC,37153
"Robeson County, NC",Robeson County,NC,37155
"Rockingham County, NC",Rockingham County,NC,37157
"Rowan County, NC",Rowan County,NC,37159
"Rutherford County, NC",Rutherford County,NC,37161
"Sampson County, NC",Sampson County,NC,37163
"Scotland County, NC",Scotland County,NC,37165
"Stanly County, NC",Stanly County,NC,37167
"Stokes County, NC",Stokes County,NC,37169
"Surry County, NC",Surry County,NC,37171
"Swain County, NC",Swain County,NC,37173
"Transylvania County, NC",Transylvania County,NC,37175
"Tyrrell County, NC",Tyrrell County,NC,37177
"Union County, NC",Union County,NC,37179
"Vance County, NC",Vance County,NC,37181
"Wake County, NC",Wake County,NC,37183
"Warren County, NC",Warren County,NC,37185
"Washington County, NC",Washington County,NC,37187
"Watauga County, NC",Watauga County,NC,37189
"Wayne County, NC",Wayne County,NC,37191
"Wilkes County, NC",Wilkes County,NC,37193
"Wilson County, NC",Wilson County,NC,37195
"Yadkin County, NC",Yadkin County,NC,37197
"Yancey County, NC",Yancey County,NC,37199
"Adams County, ND",Adams County,ND,38001
"Barnes County, ND",Barnes County,ND,38003
"Benson County, ND",Benson County,ND,38005
"Billings County, ND",Billings County,ND,38007
"Bottineau County, ND",Bottineau County,ND,38009
"Bowman County, ND",Bowman County,ND,38011
"Burke County, ND",Burke County,ND,38013
"Burleigh County, ND",Burleigh County,ND,38015
"Cass County, ND",Cass County,ND,38017
"Cavalier County, ND",Cavalier County,ND,38019
"Dickey County, ND",Dickey County,ND,38021
"Divide County, ND",Divide County,ND,38023
"Dunn County, ND",Dunn County,ND,38025
"Eddy County, ND",Eddy County,ND,38027
"Emmons County, ND",Emmons County,ND,38029
"Foster County, ND",Foster County,ND,38031
"Golden Valley County, ND",Golden Valley County,ND,38033
"Grand Forks County, ND",Grand Forks County,ND,38035
"Grant County, ND",Grant County,ND,38037
"Griggs County, ND",Griggs County,ND,38039
"Hettinger County, ND",Hettinger County,ND,38041
"Kidder County, ND",Kidder County,ND,38043
"LaMoure County, ND",LaMoure County,ND,38045
"Logan County, ND",Logan County,ND,38047
"McHenry County, ND",McHenry County,ND,38049
"McIntosh County, ND",McIntosh County,ND,38051
"McKenzie County, ND",McKenzie County,ND,38053
"McLean County, ND",McLean County,ND,38055
"Mercer County, ND",Mercer County,ND,38057
"Morton County, ND",Morton County,ND,38059
"Mountrail County, ND",Mountrail County,ND,38061
"Nelson County, ND",Nelson County,ND,38063
"Oliver County, ND",Oliver County,ND,38065
"Pembina County, ND",Pembina County,ND,38067
"Pierce County, ND",Pierce County,ND,38069
"Ramsey County, ND",Ramsey County,ND,38071
"Ransom County, ND",Ransom County,ND,38073
"Renville County, ND",Renville County,ND,38075
"Richland County, ND",Richland County,ND,38077
"Rolette County, ND",Rolette County,ND,38079
"Sargent County, ND",Sargent County,ND,38081
"Sheridan County, ND",Sheridan County,ND,38083
"Sioux County, ND",Sioux County,ND,38085
"Slope County, ND",Slope County,ND,38087
"Stark County, ND",Stark County,ND,38089
"Steele County, ND",Steele County,ND,38091
"Stutsman County, ND",Stutsman County,ND,38093
"Towner County, ND",Towner County,ND,38095
"Traill County, ND",Traill County,ND,38097
"Walsh County, ND",Walsh County,ND,38099
"Ward County, ND",Ward County,ND,38101
"Wells County, ND",Wells County,ND,38103
"Williams County, ND",Williams County,ND,38105
"Adams County, OH",Adams County,OH,39001
"Allen County, OH",Allen County,OH,39003
"Ashland County, OH",Ashland County,OH,39005
"Ashtabula County, OH",Ashtabula County,OH,39007
"Athens County, OH",Athens County,OH,39009
"Auglaize County, OH",Auglaize County,OH,39011
"Belmont County, OH",Belmont County,OH,39013
"Brown County, OH",Brown County,OH,39015
"Butler County, OH",Butler County,OH,39017
"Carroll County, OH",Carroll County,OH,39019
"Champaign County, OH",Champaign County,OH,39021
"Clark County, OH",Clark County,OH,39023
"Clermont County, OH",Clermont County,OH,39025
"Clinton County, OH",Clinton County,OH,39027
"Columbiana County, OH",Columbiana County,OH,39029
"Coshocton County, OH",Coshocton County,OH,39031
"Crawford County, OH",Crawford County,OH,39033
"Cuyahoga County, OH",Cuyahoga County,OH,39035
"Darke County, OH",Darke County,OH,39037
"Defiance County, OH",Defiance County,OH,39039
"Delaware County, OH",Delaware County,OH,39041
"Erie County, OH",Erie County,OH,39043
"Fairfield County, OH",Fairfield County,OH,39045
"Fayette County, OH",Fayette County,OH,39047
"Franklin County, OH",Franklin County,OH,39049
"Fulton County, OH",Fulton County,OH,39051
"Gallia County, OH",Gallia County,OH,39053
"Geauga County, OH",Geauga County,OH,39055
"Greene County, OH",Greene County,OH,39057
"Guernsey County, OH",Guernsey County,OH,39059
"Hamilton County, OH",Hamilton County,OH,39061
"Hancock County, OH",Hancock County,OH,39063
"Hardin County, OH",Hardin County,OH,39065
"Harrison County, OH",Harrison County,OH,39067
"Henry County, OH",Henry County,OH,39069
"Highland County, OH",Highland County,OH,39071
"Hocking County, OH",Hocking County,OH,39073
"Holmes County, OH",Holmes County,OH,39075
"Huron County, OH",Huron County,OH,39077
"Jackson County, OH",Jackson County,OH,39079
"Jefferson County, OH",Jefferson County,OH,39081
"Knox County, OH",Knox County,OH,39083
"Lake County, OH",Lake County,OH,39085
"Lawrence County, OH",Lawrence County,OH,39087
"Licking County, OH",Licking County,OH,39089
"Logan County, OH",Logan County,OH,39091
"Lorain County, OH",Lorain County,OH,39093
"Lucas County, OH",Lucas County,OH,39095
"Madison County, OH",Madison County,OH,39097
"Mahoning County, OH",Mahoning County,OH,39099
"Marion County, OH",Marion County,OH,39101
"Medina County, OH",Medina County,OH,39103
"Meigs County, OH",Meigs County,OH,39105
"Mercer County, OH",Mercer County,OH,39107
"Miami County, OH",Miami County,OH,39109
"Monroe County, OH",Monroe County,OH,39111
"Montgomery County, OH",Montgomery County,OH,39113
"Morgan County, OH",Morgan County,OH,39115
"Morrow County, OH",Morrow County,OH,39117
"Muskingum County, OH",Muskingum County,OH,39119
"Noble County, OH",Noble County,OH,39121
"Ottawa County, OH",Ottawa County,OH,39123
"Paulding County, OH",Paulding County,OH,39125
"Perry County, OH",Perry County,OH,39127
"Pickaway County, OH",Pickaway County,OH,39129
"Pike County, OH",Pike County,OH,39131
"Portage County, OH",Portage County,OH,39133
"Preble County, OH",Preble County,OH,39135
"Putnam County, OH",Putnam County,OH,39137
"Richland County, OH",Richland County,OH,39139
"Ross County, OH",Ross County,OH,39141
"Sandusky County, OH",Sandusky County,OH,39143
"Scioto County, OH",Scioto County,OH,39145
"Seneca County, OH",Seneca County,OH,39147
"Shelby County, OH",Shelby County,OH,39149
"Stark County, OH",Stark County,OH,39151
"Summit County, OH",Summit County,OH,39153
"Trumbull County, OH",Trumbull County,OH,39155
"Tuscarawas County, OH",Tuscarawas County,OH,39157
"Union County, OH",Union County,OH,39159
"Van Wert County, OH",Van Wert County,OH,39161
"Vinton County, OH",Vinton County,OH,39163
"Warren County, OH",Warren County,OH,39165
"Washington County, OH",Washington County,OH,39167
"Wayne County, OH",Wayne County,OH,39169
"Williams County, OH",Williams County,OH,39171
"Wood County, OH",Wood County,OH,39173
"Wyandot County, OH",Wyandot County,OH,39175
"Adair County, OK",Adair County,OK,40001
"Alfalfa County, OK",Alfalfa County,OK,40003
"Atoka County, OK",Atoka County,OK,40005
"Beaver County, OK",Beaver County,OK,40007
"Beckham County, OK",Beckham County,OK,40009
"Blaine County, OK",Blaine County,OK,40011
"Bryan County, OK",Bryan County,OK,40013
"Caddo County, OK",Caddo County,OK,40015
"Canadian County, OK",Canadian County,OK,40017
"Carter County, OK",Carter County,OK,40019
"Cherokee County, OK",Cherokee County,OK,40021
"Choctaw County, OK",Choctaw County,OK,40023
"Cimarron County, OK",Cimarron County,OK,40025
"Cleveland County, OK",Cleveland County,OK,40027
"Coal County, OK",Coal County,OK,40029
"Comanche County, OK",Comanche County,OK,40031
"Cotton County, OK",Cotton County,OK,40033
"Craig County, OK",Craig County,OK,40035
"Creek County, OK",Creek County,OK,40037
"Custer County, OK",Custer County,OK,40039
"Delaware County, OK",Delaware County,OK,40041
"Dewey County, OK",Dewey County,OK,40043
"Ellis County, OK",Ellis County,OK,40045
"Garfield County, OK",Garfield County,OK,40047
"Garvin County, OK",Garvin County,OK,40049
"Grady County, OK",Grady County,OK,40051
"Grant County, OK",Grant County,OK,40053
"Greer County, OK",Greer County,OK,40055
"Harmon County, OK",Harmon County,OK,40057
"Harper County, OK",Harper County,OK,40059
"Haskell County, OK",Haskell County,OK,40061
"Hughes County, OK",Hughes County,OK,40063
"Jackson County, OK",Jackson County,OK,40065
"Jefferson County, OK",Jefferson County,OK,40067
"Johnston County, OK",Johnston County,OK,40069
"Kay County, OK",Kay County,OK,40071
"Kingfisher County, OK",Kingfisher County,OK,40073
"Kiowa County, OK",Kiowa County,OK,40075
"Latimer County, OK",Latimer County,OK,40077
"Le Flore County, OK",Le Flore County,OK,40079
"Lincoln County, OK",Lincoln County,OK,40081
"Logan County, OK",Logan County,OK,40083
"Love County, OK",Love County,OK,40085
"McClain County, OK",McClain County,OK,40087
"McCurtain County, OK",McCurtain County,OK,40089
"McIntosh County, OK",McIntosh County,OK,40091
"Major County, OK",Major County,OK,40093
"Marshall County, OK",Marshall County,OK,40095
"Mayes County, OK",Mayes County,OK,40097
"Murray County, OK",Murray County,OK,40099
"Muskogee County, OK",Muskogee County,OK,40101
"Noble County, OK",Noble County,OK,40103
"Nowata County, OK",Nowata County,OK,40105
"Okfuskee County, OK",Okfuskee County,OK,40107
"Oklahoma County, OK",Oklahoma County,OK,40109
"Okmulgee County, OK",Okmulgee County,OK,40111
"Osage County, OK",Osage County,OK,40113
"Ottawa County, OK",Ottawa County,OK,40115
"Pawnee County, OK",Pawnee County,OK,40117
"Payne County, OK",Payne County,OK,40119
"Pittsburg County, OK",Pittsburg County,OK,40121
"Pontotoc County, OK",Pontotoc County,OK,40123
"Pottawatomie County, OK",Pottawatomie County,OK,40125
"Pushmataha County, OK",Pushmataha County,OK,40127
"Roger Mills County, OK",Roger Mills County,OK,40129
"Rogers County, OK",Rogers County,OK,40131
"Seminole County, OK",Seminole County,OK,40133
"Sequoyah County, OK",Sequoyah County,OK,40135
"Stephens County, OK",Stephens County,OK,40137
"Texas County, OK",Texas County,OK,40139
"Tillman County, OK",Tillman County,OK,40141
"Tulsa County, OK",Tulsa County,OK,40143
"Wagoner County, OK",Wagoner County,OK,40145
"Washington County, OK",Washington County,OK,40147
"Washita County, OK",Washita County,OK,40149
"Woods County, OK",Woods County,OK,40151
"Woodward County, OK",Woodward County,OK,40153
"Baker County, OR",Baker County,OR,41001
"Benton County, OR",Benton County,OR,41003
"Clackamas County, OR",Clackamas County,OR,41005
"Clatsop County, OR",Clatsop County,OR,41007
"Columbia County, OR",Columbia County,OR,41009
"Coos County, OR",Coos County,OR,41011
"Crook County, OR",Crook County,OR,41013
"Curry County, OR",Curry County,OR,41015
"Deschutes County, OR",Deschutes County,OR,41017
"Douglas County, OR",Douglas County,OR,41019
"Gilliam County, OR",Gilliam County,OR,41021
"Grant County, OR",Grant County,OR,41023
"Harney County, OR",Harney County,OR,41025
"Hood River County, OR",Hood River County,OR,41027
"Jackson County, OR",Jackson County,OR,41029
"Jefferson County, OR",Jefferson County,OR,41031
"Josephine County, OR",Josephine County,OR,41033
"Klamath County, OR",Klamath County,OR,41035
"Lake County, OR",Lake County,OR,41037
"Lane County, OR",Lane County,OR,41039
"Lincoln County, OR",Lincoln County,OR,41041
"Linn County, OR",Linn County,OR,41043
"Malheur County, OR",Malheur County,OR,41045
"Marion County, OR",Marion County,OR,41047
"Morrow County, OR",Morrow County,OR,41049
"Multnomah County, OR",Multnomah County,OR,41051
"Polk County, OR",Polk County,OR,41053
"Sherman County, OR",Sherman County,OR,41055
"Tillamook County, OR",Tillamook County,OR,41057
"Umatilla County, OR",Umatilla County,OR,41059
"Union County, OR",Union County,OR,41061
"Wallowa County, OR",Wallowa County,OR,41063
"Wasco County, OR",Wasco County,OR,41065
"Washington County, OR",Washington County,OR,41067
"Wheeler County, OR",Wheeler County,OR,41069
"Yamhill County, OR",Yamhill County,OR,41071
"Adams County, PA",Adams County,PA,42001
"Allegheny County, PA",Allegheny County,PA,42003
"Armstrong County, PA",Armstrong County,PA,42005
"Beaver County, PA",Beaver County,PA,42007
"Bedford County, PA",Bedford County,PA,42009
"Berks County, PA",Berks County,PA,42011
"Blair County, PA",Blair County,PA,42013
"Bradford County, PA",Bradford County,PA,42015
"Bucks County, PA",Bucks County,PA,42017
"Butler County, PA",Butler County,PA,42019
"Cambria County, PA",Cambria County,PA,42021
"Cameron County, PA",Cameron County,PA,42023
"Carbon County, PA",Carbon County,PA,42025
"Centre County, PA",Centre County,PA,42027
"Chester County, PA",Chester County,PA,42029
"Clarion County, PA",Clarion County,PA,42031
"Clearfield County, PA",Clearfield County,PA,42033
"Clinton County, PA",Clinton County,PA,42035
"Columbia County, PA",Columbia County,PA,42037
"Crawford County, PA",Crawford County,PA,42039
"Cumberland County, PA",Cumberland County,PA,42041
"Dauphin County, PA",Dauphin County,PA,42043
"Delaware County, PA",Delaware County,PA,42045
"Elk County, PA",Elk County,PA,42047
"Erie County, PA",Erie County,PA,42049
"Fayette County, PA",Fayette County,PA,42051
"Forest County, PA",Forest County,PA,42053
"Franklin County, PA",Franklin County,PA,42055
"Fulton County, PA",Fulton County,PA,42057
"Greene County, PA",Greene County,PA,42059
"Huntingdon County, PA",Huntingdon County,PA,42061
"Indiana County, PA",Indiana County,PA,42063
"Jefferson County, PA",Jefferson County,PA,42065
"Juniata County, PA",Juniata County,PA,42067
"Lackawanna County, PA",Lackawanna County,PA,42069
"Lancaster County, PA",Lancaster County,PA,42071
"Lawrence County, PA",Lawrence County,PA,42073
"Lebanon County, PA",Lebanon County,PA,42075
"Lehigh County, PA",Lehigh County,PA,42077
"Luzerne County, PA",Luzerne County,PA,42079
"Lycoming County, PA",Lycoming County,PA,42081
"McKean County, PA",McKean County,PA,42083
"Mercer County, PA",Mercer County,PA,42085
"Mifflin County, PA",Mifflin County,PA,42087
"Monroe County, PA",Monroe County,PA,42089
"Montgomery County, PA",Montgomery County,PA,42091
"Montour County, PA",Montour County,PA,42093
"Northampton County, PA",Northampton County,PA,42095
"Northumberland County, PA",Northumberland County,PA,42097
"Perry County, PA",Perry County,PA,42099
"Philadelphia County, PA",Philadelphia County,PA,42101
"Pike County, PA",Pike County,PA,42103
"Potter County, PA",Potter County,PA,42105
"Schuylkill County, PA",Schuylkill County,PA,42107
"Snyder County, PA",Snyder County,PA,42109
"Somerset County, PA",Somerset County,PA,42111
"Sullivan County, PA",Sullivan County,PA,42113
"Susquehanna County, PA",Susquehanna County,PA,42115
"Tioga County, PA",Tioga County,PA,42117
"Union County, PA",Union County,PA,42119
"Venango County, PA",Venango County,PA,42121
"Warren County, PA",Warren County,PA,42123
"Washington County, PA",Washington County,PA,42125
"Wayne County, PA",Wayne County,PA,42127
"Westmoreland County, PA",Westmoreland County,PA,42129
"Wyoming County, PA",Wyoming County,PA,42131
"York County, PA",York County,PA,42133
"Bristol County, RI",Bristol County,RI,44001
"Kent County, RI",Kent County,RI,44003
"Newport County, RI",Newport County,RI,44005
"Providence County, RI",Providence County,RI,44007
"Washington County, RI",Washington County,RI,44009
"Abbeville County, SC",Abbeville County,SC,45001
"Aiken County, SC",Aiken County,SC,45003
"Allendale County, SC",Allendale County,SC,45005
"Anderson County, SC",Anderson County,SC,45007
"Bamberg County, SC",Bamberg County,SC,45009
"Barnwell County, SC",Barnwell County,SC,45011
"Beaufort County, SC",Beaufort County,SC,45013
"Berkeley County, SC",Berkeley County,SC,45015
"Calhoun County, SC",Calhoun County,SC,45017
"Charleston County, SC",Charleston County,SC,45019
"Cherokee County, SC",Cherokee County,SC,45021
"Chester County, SC",Chester County,SC,45023
"Chesterfield County, SC",Chesterfield County,SC,45025
"Clarendon County, SC",Clarendon County,SC,45027
"Colleton County, SC",Colleton County,SC,45029
"Darlington County, SC",Darlington County,SC,45031
"Dillon County, SC",Dillon County,SC,45033
"Dorchester County, SC",Dorchester County,SC,45035
"Edgefield County, SC",Edgefield County,SC,45037
"Fairfield County, SC",Fairfield County,SC,45039
"Florence County, SC",Florence County,SC,45041
"Georgetown County, SC",Georgetown County,SC,45043
"Greenville County, SC",Greenville County,SC,45045
"Greenwood County, SC",Greenwood County,SC,45047
"Hampton County, SC",Hampton County,SC,45049
"Horry County, SC",Horry County,SC,45051
"Jasper County, SC",Jasper County,SC,45053
"Kershaw County, SC",Kershaw County,SC,45055
"Lancaster County, SC",Lancaster County,SC,45057
"Laurens County, SC",Laurens County,SC,45059
"Lee County, SC",Lee County,SC,45061
"Lexington County, SC",Lexington County,SC,45063
"McCormick County, SC",McCormick County,SC,45065
"Marion County, SC",Marion County,SC,45067
"Marlboro County, SC",Marlboro County,SC,45069
"Newberry County, SC",Newberry County,SC,45071
"Oconee County, SC",Oconee County,SC,45073
"Orangeburg County, SC",Orangeburg County,SC,45075
"Pickens County, SC",Pickens County,SC,45077
"Richland County, SC",Richland County,SC,45079
"Saluda County, SC",Saluda County,SC,45081
"Spartanburg County, SC",Spartanburg County,SC,45083
"Sumter County, SC",Sumter County,SC,45085
"Union County, SC",Union County,SC,45087
"Williamsburg County, SC",Williamsburg County,SC,45089
"York County, SC",York County,SC,45091
"Aurora County, SD",Aurora County,SD,46003
"Beadle County, SD",Beadle County,SD,46005
"Bennett County, SD",Bennett County,SD,46007
"Bon Homme County, SD",Bon Homme County,SD,46009
"Brookings County, SD",Brookings County,SD,46011
"Brown County, SD",Brown County,SD,46013
"Brule County, SD",Brule County,SD,46015
"Buffalo County, SD",Buffalo County,SD,46017
"Butte County, SD",Butte County,SD,46019
"Campbell County, SD",Campbell County,SD,46021
"Charles Mix County, SD",Charles Mix County,SD,46023
"Clark County, SD",Clark County,SD,46025
"Clay County, SD",Clay County,SD,46027
"Codington County, SD",Codington County,SD,46029
"Corson County, SD",Corson County,SD,46031
"Custer County, SD",Custer County,SD,46033
"Davison County, SD",Davison County,SD,46035
"Day County, SD",Day County,SD,46037
"Deuel County, SD",Deuel County,SD,46039
"Dewey County, SD",Dewey County,SD,46041
"Douglas County, SD",Douglas County,SD,46043
"Edmunds County, SD",Edmunds County,SD,46045
"Fall River County, SD",Fall River County,SD,46047
"Faulk County, SD",Faulk County,SD,46049
"Grant County, SD",Grant County,SD,46051
"Gregory County, SD",Gregory County,SD,46053
"Haakon County, SD",Haakon County,SD,46055
"Hamlin County, SD",Hamlin County,SD,46057
"Hand County, SD",Hand County,SD,46059
"Hanson County, SD",Hanson County,SD,46061
"Harding County, SD",Harding County,SD,46063
"Hughes County, SD",Hughes County,SD,46065
"Hutchinson County, SD",Hutchinson County,SD,46067
"Hyde County, SD",Hyde County,SD,46069
"Jackson County, SD",Jackson County,SD,46071
"Jerauld County, SD",Jerauld County,SD,46073
"Jones County, SD",Jones County,SD,46075
"Kingsbury County, SD",Kingsbury County,SD,46077
"Lake County, SD",Lake County,SD,46079
"Lawrence County, SD",Lawrence County,SD,46081
"Lincoln County, SD",Lincoln County,SD,46083
"Lyman County, SD",Lyman County,SD,46085
"McCook County, SD",McCook County,SD,46087
"McPherson County, SD",McPherson County,SD,46089
"Marshall County, SD",Marshall County,SD,46091
"Meade County, SD",Meade County,SD,46093
"Mellette County, SD",Mellette County,SD,46095
"Miner County, SD",Miner County,SD,46097
"Minnehaha County, SD",Minnehaha County,SD,46099
"Moody County, SD",Moody County,SD,46101
"Oglala Lakota County, SD",Oglala Lakota County,SD,46102
"Pennington County, SD",Pennington County,SD,46103
"Perkins County, SD",Perkins County,SD,46105
"Potter County, SD",Potter County,SD,46107
"Roberts County, SD",Roberts County,SD,46109
"Sanborn County, SD",Sanborn County,SD,46111
"Spink County, SD",Spink County,SD,46115
"Stanley County, SD",Stanley County,SD,46117
"Sully County, SD",Sully County,SD,46119
"Todd County, SD",Todd County,SD,46121
"Tripp County, SD",Tripp County,SD,46123
"Turner County, SD",Turner County,SD,46125
"Union County, SD",Union County,SD,46127
"Walworth County, SD",Walworth County,SD,46129
"Yankton County, SD",Yankton County,SD,46135
"Ziebach County, SD",Ziebach County,SD,46137
"Anderson County, TN",Anderson County,TN,47001
"Bedford County, TN",Bedford County,TN,47003
"Benton County, TN",Benton County,TN,47005
"Bledsoe County, TN",Bledsoe County,TN,47007
"Blount County, TN",Blount County,TN,47009
"Bradley County, TN",Bradley County,TN,47011
"Campbell County, TN",Campbell County,TN,47013
"Cannon County, TN",Cannon County,TN,47015
"Carroll County, TN",Carroll County,TN,47017
"Carter County, TN",Carter County,TN,47019
"Cheatham County, TN",Cheatham County,TN,47021
"Chester County, TN",Chester County,TN,47023
"Claiborne County, TN",Claiborne County,TN,47025
"Clay County, TN",Clay County,TN,47027
"Cocke County, TN",Cocke County,TN,47029
"Coffee County, TN",Coffee County,TN,47031
"Crockett County, TN",Crockett County,TN,47033
"Cumberland County, TN",Cumberland County,TN,47035
"Davidson County, TN",Davidson County,TN,47037
"Decatur County, TN",Decatur County,TN,47039
"DeKalb County, TN",DeKalb County,TN,47041
"Dickson County, TN",Dickson County,TN,47043
"Dyer County, TN",Dyer County,TN,47045
"Fayette County, TN",Fayette County,TN,47047
"Fentress County, TN",Fentress County,TN,47049
"Franklin County, TN",Franklin County,TN,47051
"Gibson County, TN",Gibson County,TN,47053
"Giles County, TN",Giles County,TN,47055
"Grainger County, TN",Grainger County,TN,47057
"Greene County, TN",Greene County,TN,47059
"Grundy County, TN",Grundy County,TN,47061
"Hamblen County, TN",Hamblen County,TN,47063
"Hamilton County, TN",Hamilton County,TN,47065
"Hancock County, TN",Hancock County,TN,47067
"Hardeman County, TN",Hardeman County,TN,47069
"Hardin County, TN",Hardin County,TN,47071
"Hawkins County, TN",Hawkins County,TN,47073
"Haywood County, TN",Haywood County,TN,47075
"Henderson County, TN",Henderson County,TN,47077
"Henry County, TN",Henry County,TN,47079
"Hickman County, TN",Hickman County,TN,47081
"Houston County, TN",Houston County,TN,47083
"Humphreys County, TN",Humphreys County,TN,47085
"Jackson County, TN",Jackson County,TN,47087
"Jefferson County, TN",Jefferson County,TN,47089
"Johnson County, TN",Johnson County,TN,47091
"Knox County, TN",Knox County,TN,47093
"Lake County, TN",Lake County,TN,47095
"Lauderdale County, TN",Lauderdale County,TN,47097
"Lawrence County, TN",Lawrence County,TN,47099
"Lewis County, TN",Lewis County,TN,47101
"Lincoln County, TN",Lincoln County,TN,47103
"Loudon County, TN",Loudon County,TN,47105
"McMinn County, TN",McMinn County,TN,47107
"McNairy County, TN",McNairy County,TN,47109
"Macon County, TN",Macon County,TN,47111
"Madison County, TN",Madison County,TN,47113
"Marion County, TN",Marion County,TN,47115
