"","X.1","X","Longitude","Latitude","OBJECTID","HOSPITAL_NAME","HOSPITAL_TYPE","NUM_STAFFED_BEDS","NUM_LICENSED_BEDS","NUM_ICU_BEDS","BED_UTILIZATION","Potential_Increase_In_Bed_Capac","Latitude.1","Longitude.1","Accuracy.Score","Accuracy.Type","Number","Street","City","State","County","Zip","Country","Source","text_tip","AVAIL_BEDS","AVAIL_ICU_BEDS"
"4466",4466,4466,-111.5162913,46.3220461,4886,"Broadwater Health Ctr","Critical Access Hospital",25,25,NA,0.826082,0,46.321797,-111.516272,1,"rooftop","110","N Oak St","Townsend","MT","Broadwater County",59644,"US","Montana State Library","<b>Broadwater Health Ctr</b><br>Broadwater County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.83<br>Pot. Bed Increases: 0",4,NA
"4467",4467,4467,-84.502063,39.1404509,4887,"Cincinnati Childrens Burnet Campus","Childrens Hospital",615,506,35,0.707918,-109,39.140453,-84.502291,1,"rooftop","3350","Elland Ave","Cincinnati","OH","Hamilton County",45229,"US","Hamilton","<b>Cincinnati Childrens Burnet Campus</b><br>Hamilton County<br>Num Beds: 615<br>Num ICU Beds: 35<br>Bed Util: 0.71<br>Pot. Bed Increases: -109",180,10
"4468",4468,4468,-118.0652165,33.9276334,4888,"DSH - Metropolitan ","Psychiatric Hospital",1050,1050,NA,0.636913,0,33.92836,-118.063948,0.97,"nearest_street","11328","Bloomfield Ave","Norwalk","CA","Los Angeles County",90650,"US","TIGER/Line® dataset from the US Census Bureau","<b>DSH - Metropolitan </b><br>Los Angeles County<br>Num Beds: 1050<br>Num ICU Beds: NA<br>Bed Util: 0.64<br>Pot. Bed Increases: 0",381,NA
"4469",4469,4469,-97.3804273,33.6541045,4889,"Muenster Memorial Hospital","Critical Access Hospital",18,18,NA,0.51309,0,33.654406,-97.379836,0.98,"nearest_street","649","N Maple St","Muenster","TX","Cooke County",76252,"US","TIGER/Line® dataset from the US Census Bureau","<b>Muenster Memorial Hospital</b><br>Cooke County<br>Num Beds: 18<br>Num ICU Beds: NA<br>Bed Util: 0.51<br>Pot. Bed Increases: 0",9,NA
"4470",4470,4470,-71.4632556,41.7446816,4890,"Eleanor Slater Hospital","Long Term Acute Care Hospital",495,495,NA,0.450278,0,41.744714,-71.463225,1,"rooftop","3","Regan Ct","Cranston","RI","Providence County",2920,"US","City of Cranston","<b>Eleanor Slater Hospital</b><br>Providence County<br>Num Beds: 495<br>Num ICU Beds: NA<br>Bed Util: 0.45<br>Pot. Bed Increases: 0",272,NA
"4471",4471,4471,-101.7875,32.14,4891,"Martin County Hospital","Critical Access Hospital",18,18,NA,0.246271,0,32.139892,-101.78762,1,"rooftop","3508","Interstate 20","Stanton","TX","Martin County",79782,"US","Martin","<b>Martin County Hospital</b><br>Martin County<br>Num Beds: 18<br>Num ICU Beds: NA<br>Bed Util: 0.25<br>Pot. Bed Increases: 0",14,NA
"4472",4472,4472,-100.8629296,39.1269442,4892,"Logan County Hospital","Critical Access Hospital",25,25,NA,0.185425,0,39.127372,-100.863295,0.99,"rooftop","216","Maple Ave","Oakley","KS","Logan County",67748,"US","Statewide","<b>Logan County Hospital</b><br>Logan County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.19<br>Pot. Bed Increases: 0",20,NA
"4473",4473,4473,-87.7990416,41.9562217,4893,"Chicago Read Mental Health Ctr","Psychiatric Hospital",24,24,NA,0.856963,0,41.955715,-87.800101,0.99,"rooftop","4220","N Oak Park Ave","Chicago","IL","Cook County",60634,"US","Cook","<b>Chicago Read Mental Health Ctr</b><br>Cook County<br>Num Beds: 24<br>Num ICU Beds: NA<br>Bed Util: 0.86<br>Pot. Bed Increases: 0",3,NA
"4474",4474,4474,-89.8919331,35.2371956,4894,"Encompass Health Rehabilitation Hospital of North Memphis ","Rehabilitation Hospital",50,50,NA,0.749096,0,35.237254,-89.892041,1,"rooftop","4100","Austin Peay Hwy","Memphis","TN","Shelby County",38128,"US","Shelby","<b>Encompass Health Rehabilitation Hospital of North Memphis </b><br>Shelby County<br>Num Beds: 50<br>Num ICU Beds: NA<br>Bed Util: 0.75<br>Pot. Bed Increases: 0",13,NA
"4475",4475,4475,-90.3401,47.7561,4895,"North Shore Health ","Critical Access Hospital",16,16,NA,0.207363,0,47.755987,-90.339768,1,"rooftop","510","5th Ave W","Grand Marais","MN","Cook County",55604,"US","Cook","<b>North Shore Health </b><br>Cook County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.21<br>Pot. Bed Increases: 0",13,NA
"4476",4476,4476,-71.2992993,41.925494,4896,"Fuller Hospital ","Psychiatric Hospital",103,103,NA,0.949142,0,41.926763,-71.298783,0.98,"rooftop","145","Linden St","Attleboro","MA","Bristol County",2703,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Fuller Hospital </b><br>Bristol County<br>Num Beds: 103<br>Num ICU Beds: NA<br>Bed Util: 0.95<br>Pot. Bed Increases: 0",5,NA
"4477",4477,4477,-78.2875474,42.212959,4897,"Cuba Memorial Hospital","Critical Access Hospital",20,20,NA,0.308356,0,42.212967,-78.288292,0.99,"rooftop","140","W Main St","Cuba","NY","Allegany County",14727,"US","NYS GIS Program Office, State Geographic Information Officer (GIO)","<b>Cuba Memorial Hospital</b><br>Allegany County<br>Num Beds: 20<br>Num ICU Beds: NA<br>Bed Util: 0.31<br>Pot. Bed Increases: 0",14,NA
"4478",4478,4478,-73.7843659,43.0575893,4898,"Four Winds Saratoga","Psychiatric Hospital",88,88,NA,0.991345,0,43.057621,-73.78433,1,"rooftop","30","Crescent Ave","Saratoga Springs","NY","Saratoga County",12866,"US","NYS GIS Program Office, State Geographic Information Officer (GIO)","<b>Four Winds Saratoga</b><br>Saratoga County<br>Num Beds: 88<br>Num ICU Beds: NA<br>Bed Util: 0.99<br>Pot. Bed Increases: 0",1,NA
"4479",4479,4479,-75.3442392,40.1316166,4899,"Norristown State Hospital","Psychiatric Hospital",363,259,NA,0.883337,-104,40.131318,-75.344146,0.99,"nearest_street","1283","Stanbridge St","Norristown","PA","Montgomery County",19401,"US","TIGER/Line® dataset from the US Census Bureau","<b>Norristown State Hospital</b><br>Montgomery County<br>Num Beds: 363<br>Num ICU Beds: NA<br>Bed Util: 0.88<br>Pot. Bed Increases: -104",42,NA
"4480",4480,4480,-91.9399349,38.847083,4900,"Fulton State Hospital","Psychiatric Hospital",38,38,NA,0.944917,0,38.847111,-91.93998,0.99,"nearest_street","598","E 5th St","Fulton","MO","Callaway County",65251,"US","TIGER/Line® dataset from the US Census Bureau","<b>Fulton State Hospital</b><br>Callaway County<br>Num Beds: 38<br>Num ICU Beds: NA<br>Bed Util: 0.94<br>Pot. Bed Increases: 0",2,NA
"4481",4481,4481,-89.9160522,30.3564369,4901,"Beacon Behavioral Hospital - Northshore ","Psychiatric Hospital",22,22,NA,0.691532,0,30.357187,-89.917251,0.97,"nearest_street","64287","State Rte 434","Lacombe","LA","St. Tammany Parish",70445,"US","TIGER/Line® dataset from the US Census Bureau","<b>Beacon Behavioral Hospital - Northshore </b><br>St. Tammany Parish<br>Num Beds: 22<br>Num ICU Beds: NA<br>Bed Util: 0.69<br>Pot. Bed Increases: 0",7,NA
"4482",4482,4482,-92.2058405,41.3224832,4902,"Keokuk County Health Ctr","Critical Access Hospital",25,25,NA,0.200657,0,41.322837,-92.206378,0.98,"nearest_street","1398","S Stuart St","Sigourney","IA","Keokuk County",52591,"US","TIGER/Line® dataset from the US Census Bureau","<b>Keokuk County Health Ctr</b><br>Keokuk County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.2<br>Pot. Bed Increases: 0",20,NA
"4483",4483,4483,-118.162304,33.884218,4903,"Kindred Hospital - Paramount ","Long Term Acute Care Hospital",177,177,NA,0.467371,0,33.884331,-118.162148,1,"rooftop","16453","Colorado Ave","Paramount","CA","Los Angeles County",90723,"US","Los Angeles County","<b>Kindred Hospital - Paramount </b><br>Los Angeles County<br>Num Beds: 177<br>Num ICU Beds: NA<br>Bed Util: 0.47<br>Pot. Bed Increases: 0",94,NA
"4484",4484,4484,-102.7283,34.2212,4904,"Muleshoe Area Medical Ctr","Critical Access Hospital",25,25,NA,0.098192,0,34.220967,-102.728421,1,"rooftop","701","S 1st St","Muleshoe","TX","Bailey County",79347,"US","Statewide Partial","<b>Muleshoe Area Medical Ctr</b><br>Bailey County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.1<br>Pot. Bed Increases: 0",23,NA
"4485",4485,4485,-100.6344976,30.5633659,4905,"Lillian M Hudspeth Memorial Hospital","Critical Access Hospital",12,12,NA,0.100228,0,30.563469,-100.63437,1,"rooftop","308","Hudspeth St","Sonora","TX","Sutton County",76950,"US","Statewide Partial","<b>Lillian M Hudspeth Memorial Hospital</b><br>Sutton County<br>Num Beds: 12<br>Num ICU Beds: NA<br>Bed Util: 0.1<br>Pot. Bed Increases: 0",11,NA
"4486",4486,4486,-122.2799987,46.5554332,4906,"Arbor Health Morton Hospital ","Critical Access Hospital",25,25,NA,0.585425,0,46.55543,-122.280135,1,"rooftop","541","Adams Ave","Morton","WA","Lewis County",98356,"US","Lewis","<b>Arbor Health Morton Hospital </b><br>Lewis County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.59<br>Pot. Bed Increases: 0",10,NA
"4487",4487,4487,-117.6653937,33.5610153,4907,"CHOC Childrens at Mission Hospital","Childrens Hospital",NA,54,NA,NA,54,33.562105,-117.665882,0.98,"rooftop","26742","Crown Valley Park","Laguna Niguel","CA","Orange County",92677,"US","Orange County","<b>CHOC Childrens at Mission Hospital</b><br>Orange County<br>Num Beds: NA<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 54",NA,NA
"4488",4488,4488,-81.9362444,34.9662164,4908,"Spartanburg Hospital for Restorative Care","Long Term Acute Care Hospital",67,97,4,0.453241,30,34.96638,-81.932477,1,"nearest_street","","US 176","Spartanburg","SC","Spartanburg County",29303,"US","TIGER/Line® dataset from the US Census Bureau","<b>Spartanburg Hospital for Restorative Care</b><br>Spartanburg County<br>Num Beds: 67<br>Num ICU Beds: 4<br>Bed Util: 0.45<br>Pot. Bed Increases: 30",37,2
"4489",4489,4489,-71.1018678,42.3000728,4909,"Lemuel Shattuck Hospital","Long Term Acute Care Hospital",260,260,NA,0.804447,0,42.299595,-71.101939,0.99,"rooftop","170","Morton St","Jamaica Plain","MA","Suffolk County",2130,"US","City of Boston","<b>Lemuel Shattuck Hospital</b><br>Suffolk County<br>Num Beds: 260<br>Num ICU Beds: NA<br>Bed Util: 0.8<br>Pot. Bed Increases: 0",51,NA
"4490",4490,4490,-90.4344808,37.7756343,4910,"Southeast Missouri Mental Health Ctr","Psychiatric Hospital",338,338,NA,0.953306,0,37.775945,-90.434542,1,"rooftop","919","W Columbia St","Farmington","MO","St. Francois County",63640,"US","Saint Francois","<b>Southeast Missouri Mental Health Ctr</b><br>St. Francois County<br>Num Beds: 338<br>Num ICU Beds: NA<br>Bed Util: 0.95<br>Pot. Bed Increases: 0",16,NA
"4491",4491,4491,-119.7800903,39.5306917,4911,"Northern Nevada Adult Mental Health","Psychiatric Hospital",70,50,NA,0.287984,-20,39.530914,-119.779912,1,"rooftop","420","Galletti Way","Sparks","NV","Washoe County",89431,"US","Washoe","<b>Northern Nevada Adult Mental Health</b><br>Washoe County<br>Num Beds: 70<br>Num ICU Beds: NA<br>Bed Util: 0.29<br>Pot. Bed Increases: -20",50,NA
"4492",4492,4492,-86.4751295,38.5682699,4912,"IU Health Paoli Hospital ","Critical Access Hospital",24,24,NA,0.080936,0,38.56838,-86.475077,1,"rooftop","642","W Hospital Rd","Paoli","IN","Orange County",47454,"US","Statewide","<b>IU Health Paoli Hospital </b><br>Orange County<br>Num Beds: 24<br>Num ICU Beds: NA<br>Bed Util: 0.08<br>Pot. Bed Increases: 0",22,NA
"4493",4493,4493,-97.6550653,29.6740438,4913,"PAM Specialty Hospital of Luling","Long Term Acute Care Hospital",34,34,NA,0.82107,0,29.674108,-97.654837,1,"rooftop","200","Memorial Dr","Luling","TX","Caldwell County",78648,"US","Caldwell","<b>PAM Specialty Hospital of Luling</b><br>Caldwell County<br>Num Beds: 34<br>Num ICU Beds: NA<br>Bed Util: 0.82<br>Pot. Bed Increases: 0",6,NA
"4494",4494,4494,-80.3166972,25.7469755,4914,"West Gables Rehabilitation Hospital","Rehabilitation Hospital",60,60,NA,0.960137,0,25.746953,-80.316527,1,"rooftop","2525","SW 75th Ave","Miami","FL","Miami-Dade County",33155,"US","Miami-Dade County","<b>West Gables Rehabilitation Hospital</b><br>Miami-Dade County<br>Num Beds: 60<br>Num ICU Beds: NA<br>Bed Util: 0.96<br>Pot. Bed Increases: 0",2,NA
"4495",4495,4495,-75.484264,39.1536483,4915,"Dover Behavioral Health Sys","Psychiatric Hospital",99,88,NA,0.95669,-11,39.153661,-75.484352,1,"rooftop","725","Horsepond Rd","Dover","DE","Kent County",19901,"US","Kent","<b>Dover Behavioral Health Sys</b><br>Kent County<br>Num Beds: 99<br>Num ICU Beds: NA<br>Bed Util: 0.96<br>Pot. Bed Increases: -11",4,NA
"4496",4496,4496,-88.2575934,40.1175754,4916,"The Pavilion Hospital","Psychiatric Hospital",77,77,NA,0.913798,0,40.117663,-88.257211,1,"rooftop","809","W Church St","Champaign","IL","Champaign County",61820,"US","Champaign","<b>The Pavilion Hospital</b><br>Champaign County<br>Num Beds: 77<br>Num ICU Beds: NA<br>Bed Util: 0.91<br>Pot. Bed Increases: 0",7,NA
"4497",4497,4497,-84.237021,30.459486,4917,"Encompass Health Rehabilitation Hospital of Tallahassee ","Rehabilitation Hospital",76,76,NA,0.595638,0,30.45953,-84.23699,0.99,"rooftop","1675","Riggins Rd","Tallahassee","FL","Leon County",32308,"US","Leon","<b>Encompass Health Rehabilitation Hospital of Tallahassee </b><br>Leon County<br>Num Beds: 76<br>Num ICU Beds: NA<br>Bed Util: 0.6<br>Pot. Bed Increases: 0",31,NA
"4498",4498,4498,-77.1994378,39.0997858,4918,"Adventist HealthCare Shady Grove Medical Center - Mental Health","Short Term Acute Care Hospital",185,266,27,0.688749,81,39.100528,-77.199057,0.99,"rooftop","14901","Broschart Rd","Rockville","MD","Montgomery County",20850,"US","Montgomery","<b>Adventist HealthCare Shady Grove Medical Center - Mental Health</b><br>Montgomery County<br>Num Beds: 185<br>Num ICU Beds: 27<br>Bed Util: 0.69<br>Pot. Bed Increases: 81",58,8
"4499",4499,4499,-84.5666028,39.0123384,4919,"Encompass Health Rehabilitation Hospital of Northern Kentucky ","Rehabilitation Hospital",51,40,NA,0.903458,-11,39.012255,-84.56668,1,"rooftop","201","Medical Village Dr","Ft Mitchell","KY","Kenton County",41017,"US","Campbell","<b>Encompass Health Rehabilitation Hospital of Northern Kentucky </b><br>Kenton County<br>Num Beds: 51<br>Num ICU Beds: NA<br>Bed Util: 0.9<br>Pot. Bed Increases: -11",5,NA
"4500",4500,4500,-82.155675,34.166874,4920,"Greenwood Regional Rehabilitation Hospital","Rehabilitation Hospital",42,42,NA,0.684279,0,34.167092,-82.155513,1,"rooftop","1530","Pkwy","Greenwood","SC","Greenwood County",29646,"US","Greenwood","<b>Greenwood Regional Rehabilitation Hospital</b><br>Greenwood County<br>Num Beds: 42<br>Num ICU Beds: NA<br>Bed Util: 0.68<br>Pot. Bed Increases: 0",13,NA
"4501",4501,4501,-93.344046,32.020562,4921,"CHRISTUS Coushatta Health Care Ctr","Critical Access Hospital",25,25,NA,0.463781,0,32.020503,-93.34379,1,"rooftop","1635","Marvel St","Coushatta","LA","Red River Parish",71019,"US","Red River Parish","<b>CHRISTUS Coushatta Health Care Ctr</b><br>Red River Parish<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.46<br>Pot. Bed Increases: 0",13,NA
"4502",4502,4502,-146.3458866,61.1364781,4922,"Providence Valdez Medical Ctr","Critical Access Hospital",11,11,NA,0.227895,0,61.136623,-146.346005,0.99,"nearest_street","1337","E Hanagita St","Valdez","AK","Valdez-Cordova Census Area",99686,"US","TIGER/Line® dataset from the US Census Bureau","<b>Providence Valdez Medical Ctr</b><br>Valdez-Cordova Census Area<br>Num Beds: 11<br>Num ICU Beds: NA<br>Bed Util: 0.23<br>Pot. Bed Increases: 0",8,NA
"4503",4503,4503,-117.9687,46.3123,4923,"Dayton General Hospital ","Critical Access Hospital",25,25,NA,0.730849,0,46.312304,-117.968612,0.99,"nearest_street","1062","S 3rd St","Dayton","WA","Columbia County",99328,"US","TIGER/Line® dataset from the US Census Bureau","<b>Dayton General Hospital </b><br>Columbia County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.73<br>Pot. Bed Increases: 0",7,NA
"4504",4504,4504,-118.6815127,47.3314329,4924,"Odessa Memorial Healthcare Ctr","Critical Access Hospital",25,25,NA,0.860712,0,47.331553,-118.680959,0.98,"nearest_street","502","Amende St","Odessa","WA","Lincoln County",99159,"US","TIGER/Line® dataset from the US Census Bureau","<b>Odessa Memorial Healthcare Ctr</b><br>Lincoln County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.86<br>Pot. Bed Increases: 0",3,NA
"4505",4505,4505,-118.3719373,47.1211977,4925,"East Adams Rural Hospital","Critical Access Hospital",12,12,NA,0.422146,0,47.12131,-118.372492,0.98,"nearest_street","249","W 9th Ave","Ritzville","WA","Adams County",99169,"US","TIGER/Line® dataset from the US Census Bureau","<b>East Adams Rural Hospital</b><br>Adams County<br>Num Beds: 12<br>Num ICU Beds: NA<br>Bed Util: 0.42<br>Pot. Bed Increases: 0",7,NA
"4506",4506,4506,-120.660825,47.5944081,4926,"Cascade Medical Ctr","Critical Access Hospital",9,9,NA,0.551294,0,47.594499,-120.660902,1,"rooftop","817","Commercial St","Leavenworth","WA","Chelan County",98826,"US","Chelan","<b>Cascade Medical Ctr</b><br>Chelan County<br>Num Beds: 9<br>Num ICU Beds: NA<br>Bed Util: 0.55<br>Pot. Bed Increases: 0",4,NA
"4507",4507,4507,-116.3208346,48.7022651,4927,"Boundary Community Hospital","Critical Access Hospital",20,20,NA,0.138767,0,48.702568,-116.321235,0.98,"nearest_street","7400","Colville St","Bonners Ferry","ID","Boundary County",83805,"US","TIGER/Line® dataset from the US Census Bureau","<b>Boundary Community Hospital</b><br>Boundary County<br>Num Beds: 20<br>Num ICU Beds: NA<br>Bed Util: 0.14<br>Pot. Bed Increases: 0",17,NA
"4508",4508,4508,-75.2184789,39.9617037,4928,"Kirkbride Ctr","Psychiatric Hospital",25,25,NA,0.892445,0,39.961744,-75.218084,1,"rooftop","111","N 49th St","Philadelphia","PA","Philadelphia County",19139,"US","Philadelphia","<b>Kirkbride Ctr</b><br>Philadelphia County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.89<br>Pot. Bed Increases: 0",3,NA
"4509",4509,4509,-68.7433543,44.8118563,4929,"Dorothea Dix Psychiatric Ctr","Psychiatric Hospital",51,100,NA,0.707279,49,44.811651,-68.743596,1,"nearest_street","574","US Hwy 2","Bangor","ME","Penobscot County",4401,"US","TIGER/Line® dataset from the US Census Bureau","<b>Dorothea Dix Psychiatric Ctr</b><br>Penobscot County<br>Num Beds: 51<br>Num ICU Beds: NA<br>Bed Util: 0.71<br>Pot. Bed Increases: 49",15,NA
"4510",4510,4510,-99.741075,34.2969689,4930,"Hardeman County Memorial Hospital","Critical Access Hospital",24,24,NA,0.113356,0,34.297166,-99.74112,1,"rooftop","320","Mercer St","Quanah","TX","Hardeman County",79252,"US","Statewide Partial","<b>Hardeman County Memorial Hospital</b><br>Hardeman County<br>Num Beds: 24<br>Num ICU Beds: NA<br>Bed Util: 0.11<br>Pot. Bed Increases: 0",21,NA
"4511",4511,4511,-77.653924,39.657974,4931,"Brook Lane Psychiatric Ctr","Psychiatric Hospital",65,65,NA,0.716965,0,39.658249,-77.657799,0.95,"nearest_street","12508","Covenant Way","Hagerstown","MD","Washington County",21742,"US","TIGER/Line® dataset from the US Census Bureau","<b>Brook Lane Psychiatric Ctr</b><br>Washington County<br>Num Beds: 65<br>Num ICU Beds: NA<br>Bed Util: 0.72<br>Pot. Bed Increases: 0",18,NA
"4512",4512,4512,-97.4074666,35.2320094,4932,"JD McCarty Center for Children with Developmental Disabilities ","Childrens Hospital",36,36,NA,NA,0,35.233069,-97.407575,0.99,"rooftop","2235","E Robinson St","Norman","OK","Cleveland County",73026,"US","Oklahoma and Logan Counties - Association of Central Oklahoma Governments","<b>JD McCarty Center for Children with Developmental Disabilities </b><br>Cleveland County<br>Num Beds: 36<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"4513",4513,4513,-76.3035392,36.8623828,4933,"Hospital for Extended Recovery","Long Term Acute Care Hospital",35,35,NA,0.41135,0,36.86198,-76.303419,0.99,"rooftop","600","Gresham Dr","Norfolk","VA","Norfolk city",23507,"US","Virginia Geographic Information Network (VGIN)","<b>Hospital for Extended Recovery</b><br>Norfolk city<br>Num Beds: 35<br>Num ICU Beds: NA<br>Bed Util: 0.41<br>Pot. Bed Increases: 0",21,NA
"4514",4514,4514,-76.3516991,40.0622559,4934,"Lancaster Rehabilitation Hospital","Rehabilitation Hospital",59,59,NA,0.823032,0,40.062311,-76.351622,1,"rooftop","675","Good Dr","Lancaster","PA","Lancaster County",17601,"US","Lancaster","<b>Lancaster Rehabilitation Hospital</b><br>Lancaster County<br>Num Beds: 59<br>Num ICU Beds: NA<br>Bed Util: 0.82<br>Pot. Bed Increases: 0",10,NA
"4515",4515,4515,-84.6551871,39.0080582,4935,"Gateway Rehabilitation Hospital","Rehabilitation Hospital",40,40,NA,0.870822,0,39.00832,-84.655773,0.98,"nearest_street","5932","Merchants St","Florence","KY","Boone County",41042,"US","TIGER/Line® dataset from the US Census Bureau","<b>Gateway Rehabilitation Hospital</b><br>Boone County<br>Num Beds: 40<br>Num ICU Beds: NA<br>Bed Util: 0.87<br>Pot. Bed Increases: 0",5,NA
"4516",4516,4516,-87.2155613,30.4786124,4936,"Select Specialty Hospital - Pensacola","Long Term Acute Care Hospital",75,75,NA,0.770374,0,30.478776,-87.215646,1,"rooftop","7000","Cobblecreek Dr","Pensacola","FL","Escambia County",32503,"US","Escambia","<b>Select Specialty Hospital - Pensacola</b><br>Escambia County<br>Num Beds: 75<br>Num ICU Beds: NA<br>Bed Util: 0.77<br>Pot. Bed Increases: 0",17,NA
"4517",4517,4517,-77.486465,38.3132859,4937,"Encompass Health Rehabilitation Hospital of Fredericksburg","Rehabilitation Hospital",58,58,NA,0.861502,0,38.313238,-77.486276,1,"rooftop","201","Park Hill Dr","Fredericksburg","VA","Fredericksburg city",22401,"US","Virginia Geographic Information Network (VGIN)","<b>Encompass Health Rehabilitation Hospital of Fredericksburg</b><br>Fredericksburg city<br>Num Beds: 58<br>Num ICU Beds: NA<br>Bed Util: 0.86<br>Pot. Bed Increases: 0",8,NA
"4518",4518,4518,-72.5584,42.8509,4938,"Brattleboro Retreat","Psychiatric Hospital",119,149,NA,0.881271,30,42.850484,-72.557656,1,"nearest_street","96","US Hwy 5","Brattleboro","VT","Windham County",5301,"US","TIGER/Line® dataset from the US Census Bureau","<b>Brattleboro Retreat</b><br>Windham County<br>Num Beds: 119<br>Num ICU Beds: NA<br>Bed Util: 0.88<br>Pot. Bed Increases: 30",14,NA
"4519",4519,4519,-73.8438705,40.8480939,4939,"ArchCare at Calvary Hospital - Bronx Campus","Long Term Acute Care Hospital",225,225,NA,0.946228,0,40.8478,-73.844258,0.99,"rooftop","1740","Eastchester Rd","Bronx","NY","Bronx County",10461,"US","City of New York","<b>ArchCare at Calvary Hospital - Bronx Campus</b><br>Bronx County<br>Num Beds: 225<br>Num ICU Beds: NA<br>Bed Util: 0.95<br>Pot. Bed Increases: 0",12,NA
"4520",4520,4520,-76.456774,37.118989,4940,"Riverside Rehabilitation Hospital","Rehabilitation Hospital",50,50,NA,0.603014,0,37.118957,-76.456581,1,"nearest_street","2434","US Hwy 17","Yorktown","VA","York County",23693,"US","TIGER/Line® dataset from the US Census Bureau","<b>Riverside Rehabilitation Hospital</b><br>York County<br>Num Beds: 50<br>Num ICU Beds: NA<br>Bed Util: 0.6<br>Pot. Bed Increases: 0",20,NA
"4521",4521,4521,-122.5565101,45.5356684,4941,"Vibra Specialty Hospital of Portland","Long Term Acute Care Hospital",73,73,NA,0.655808,0,45.535814,-122.556602,1,"rooftop","10300","NE Hancock St","Portland","OR","Multnomah County",97220,"US","Multnomah","<b>Vibra Specialty Hospital of Portland</b><br>Multnomah County<br>Num Beds: 73<br>Num ICU Beds: NA<br>Bed Util: 0.66<br>Pot. Bed Increases: 0",25,NA
"4522",4522,4522,-88.1378517,41.8535674,4942,"Marianjoy Rehabilitation Hospital","Rehabilitation Hospital",100,127,NA,0.923178,27,41.852582,-88.138845,0.98,"rooftop","1215","Yorkshire Woods","Wheaton","IL","DuPage County",60189,"US","Dupage","<b>Marianjoy Rehabilitation Hospital</b><br>DuPage County<br>Num Beds: 100<br>Num ICU Beds: NA<br>Bed Util: 0.92<br>Pot. Bed Increases: 27",8,NA
"4523",4523,4523,-115.2923707,36.0807583,4943,"Encompass Health Rehabilitation Hospital of Desert Canyon ","Rehabilitation Hospital",50,50,NA,0.819945,0,36.080458,-115.292394,1,"rooftop","9175","W Oquendo Rd","Las Vegas","NV","Clark County",89148,"US","Las Vegas","<b>Encompass Health Rehabilitation Hospital of Desert Canyon </b><br>Clark County<br>Num Beds: 50<br>Num ICU Beds: NA<br>Bed Util: 0.82<br>Pot. Bed Increases: 0",9,NA
"4524",4524,4524,-90.2773596,38.6049749,4944,"St Louis Psychiatric Rehabilitation Ctr","Psychiatric Hospital",180,180,NA,1,0,38.60451,-90.278318,0.99,"rooftop","5300","Arsenal St","Saint Louis","MO","St. Louis city",63139,"US","City of St Louis","<b>St Louis Psychiatric Rehabilitation Ctr</b><br>St. Louis city<br>Num Beds: 180<br>Num ICU Beds: NA<br>Bed Util: 1<br>Pot. Bed Increases: 0",0,NA
"4525",4525,4525,-90.4043083,32.8589684,4945,"Baptist Memorial Hospital - Yazoo ","Critical Access Hospital",25,25,NA,0.457205,0,32.859113,-90.405184,0.99,"rooftop","819","Calhoun Ave","Yazoo City","MS","Yazoo County",39194,"US","Yazoo","<b>Baptist Memorial Hospital - Yazoo </b><br>Yazoo County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.46<br>Pot. Bed Increases: 0",14,NA
"4526",4526,4526,-81.3921309,28.6172744,4946,"Aspire Health Partners ","Psychiatric Hospital",90,90,NA,0.532968,0,28.616616,-81.392555,0.99,"rooftop","434","W Kennedy Blvd","Orlando","FL","Orange County",32810,"US","Orange County","<b>Aspire Health Partners </b><br>Orange County<br>Num Beds: 90<br>Num ICU Beds: NA<br>Bed Util: 0.53<br>Pot. Bed Increases: 0",42,NA
"4527",4527,4527,-98.2165986,38.3414852,4947,"Rice Community Healthcare","Critical Access Hospital",25,25,NA,0.499397,0,38.341466,-98.216468,1,"rooftop","619","S Clark Ave","Lyons","KS","Rice County",67554,"US","Statewide","<b>Rice Community Healthcare</b><br>Rice County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.5<br>Pot. Bed Increases: 0",13,NA
